"TOA5","CR3000","CR3000","1985","CR3000.Std.06","CPU:BLSS_STECKLER_EH_CO2.CR3","363","Test"
"TIMESTAMP","RECORD","Batt_volt_Min","Batt_volt_TMn","CO2_Room_ppm_Avg","CO2_BLSS_ppm_Avg","Counter_CO2_sec","Room_C_Avg","Room_RH_Avg","BLSS_WET_C_Avg","BLSS_WET_RH_Avg","BLSS_DRY_C_Avg","BLSS_DRY_RH_Avg","RH_Control_SetPt_Avg","AirT_CoolSetPt_Diff_Avg","Heating_Control_Avg","BaroPress_Avg","O2_MASTER_Percent_Avg","DO2A_ppm_Avg","DO2B_ppm_Avg","EC_Tank_A_mS_Avg","EC_Tank_B_mS_Avg","RunAvgEC_A","RunAvgEC_B","LC_Nut_A_Avg","LC_Nut_B_Avg","PH_Tank_A_pH_Avg","PH_Tank_B_pH_Avg","Prt8pHB_Tot","RunAvgpH_A","RunAvgpH_B","LC_Acid_A_Avg","LC_Acid_B_Avg","LAMP_DI_TANK_C_Avg","GLYCOL_HEAT_EX_H2O_TANK_C_Avg","NUTRIENT_TANK_C_Avg","RunAvgHID_Bulb_Temp","BLSS_Exhaust_C_Avg","SST_Avg(1)","SST_Avg(2)","SST_Avg(3)","HID_Bulb_Temp_Avg","PAR_Avg","BLSS_Dew_Point_C_Avg","Dewpoint_and_Coolant_Difference_C_Avg","LAMP_VALVE_OPEN_Percent","Depth_1","Depth_1_Vol","Depth_2","Depth_2_Vol","Depth_3","Depth_3_Vol","BLSS_MASS_Avg","CO2_Bottle_Mass_Avg","Heating_Valve_Avg","Cooling_Valve_Avg","laborMeas","floodMeas_Avg"
"TS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Min","TMn","Avg","Avg","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp","Smp","Avg","Avg","Avg","Avg","Tot","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Smp","Avg"
"2015-07-30 17:00:00",0,12.95,"2015-07-30 16:59:45",395.1,481.9,0,27.67,38.74,27.22,40.71,27.23,67.24,32.4,6.569,21.77,92.6,20.77,"NAN",6.208,-0.414,2.249,-0.414,2.249,12.48,6.744,-1.045,5.719,0,-1.045,5.719,-0.538,11.09,27.03,0,0,31.74,0,30.54,30.17,27.03,31.75,0.588,10.07,11.55,6,0.171,28,0.272,58.87,0.387,89.2,91,-0.038,0,6000,0,0
"2015-07-30 17:05:00",1,12.95,"2015-07-30 17:04:00",405,499.1,0,27.67,38.93,27.24,40.12,27.26,67.26,40.22,8.24,27.24,92.6,20.76,"NAN",6.205,-0.23,2.248,-0.23,2.248,12.51,6.705,-0.961,5.719,0,-0.961,5.719,-0.396,11.23,27.04,0,0,31.05,0,30.25,30.17,27.04,31.24,0.098,12.51,14.53,6,0.171,28.02,0.272,58.95,0.387,89.1,114.3,-0.038,0,7999,0,0
"2015-07-30 17:10:00",2,12.95,"2015-07-30 17:07:00",400.6,433.4,0,27.67,38.68,27.14,39.72,27.19,67.18,39.7,8.15,27.15,92.6,20.78,"NAN",6.196,-0.132,2.249,-0.132,2.249,12.64,6.873,-0.895,5.735,0,-0.895,5.735,-0.474,11.37,27.06,0,0,30.94,0,29.86,30.17,27.06,31.03,28.59,12.22,14.84,6,0.171,28.05,0.273,59.2,0.387,89.2,105,-0.037,0,7999,1,0
"2015-07-30 17:15:00",3,12.95,"2015-07-30 17:11:15",397.9,456.8,0,27.72,38.76,27.13,40.22,27.16,67.16,40.22,8.13,27.13,92.6,20.78,"NAN",6.213,-0.068,2.248,-0.068,2.248,12.79,6.925,-0.811,5.742,0,-0.811,5.742,-0.474,11.48,27.07,0,0,31.43,0,29.98,30.2,27.07,31.22,253.1,12.41,14.67,6,0.171,27.97,0.273,59.13,0.387,89.1,90.5,-0.038,0,7999,1,0
"2015-07-30 17:20:00",4,12.95,"2015-07-30 17:15:15",416.1,553.5,0,27.78,38.92,27.17,41.5,27.2,67.2,41.29,8.16,27.16,92.6,20.78,"NAN",6.229,-0.031,2.247,-0.031,2.247,12.77,7.261,-0.758,5.75,0,-0.758,5.75,-0.512,11.45,27.09,0,0,31.68,0,30.24,30.25,27.09,31.62,244,12.85,14.24,3,0.171,28.06,0.273,59.04,0.387,89.1,89.9,-0.035,0,7999,1,0
"2015-07-30 17:25:00",5,12.95,"2015-07-30 17:21:45",406.1,599,0,27.83,38.89,27.43,40.49,27.48,67.49,40.74,8.41,27.41,92.6,20.77,"NAN",6.232,-0.042,2.247,-0.042,2.247,12.86,7.235,-0.791,5.737,0,-0.791,5.737,-0.409,11.4,27.11,0,0,31.84,0,30.39,30.28,27.11,31.77,248.4,12.86,14.25,6,0.171,28.02,0.273,59.15,0.387,89.1,88.9,-0.033,0,7999,1,0
"2015-07-30 17:30:00",6,12.95,"2015-07-30 17:28:30",420.9,502.5,0,27.86,39.33,27.54,39.44,27.62,67.61,39.43,8.54,27.54,92.6,20.76,"NAN",6.239,-0.012,2.246,-0.012,2.246,12.69,7.235,-0.756,5.734,0,-0.756,5.734,-0.5,11.34,27.12,0,0,31.87,0,30.53,30.33,27.12,31.88,250.6,12.47,14.65,6,0.171,28.02,0.274,59.33,0.387,89.1,88.7,-0.027,0,7999,1,0
"2015-07-30 17:35:00",7,12.95,"2015-07-30 17:34:45",429.9,475.5,0,27.86,39.29,27.55,39.36,27.57,67.57,39.34,8.55,27.55,92.6,20.76,"NAN",6.326,-0.031,2.247,-0.031,2.247,12.7,7.222,-0.774,5.743,0,-0.774,5.743,-0.435,11.39,27.13,0,0,32.01,0,30.63,30.37,27.13,31.99,246,12.45,14.68,6,0.171,28.03,0.273,59.04,0.387,89.1,89.5,-0.04,0,7999,1,0
"2015-07-30 17:40:00",8,12.95,"2015-07-30 17:40:00",419.9,437.5,0,27.85,39.08,27.54,39.47,27.54,67.54,39.47,8.54,27.54,92.6,20.77,"NAN",6.32,-0.049,2.246,-0.049,2.246,12.91,7.286,-0.799,5.733,0,-0.799,5.733,-0.512,11.58,27.15,0,0,32.09,0,30.71,30.42,27.15,32.06,247.4,12.48,14.67,6,0.171,27.95,0.272,59.01,0.386,89.1,88.4,-0.04,0,7999,1,0
"2015-07-30 17:45:00",9,12.95,"2015-07-30 17:44:15",407.1,438.3,0,27.86,38.89,27.57,39.3,27.61,67.61,39.31,8.57,27.57,92.6,20.79,"NAN",6.312,-0.049,2.246,-0.049,2.246,12.92,7.312,-0.797,5.718,0,-0.797,5.718,-0.525,11.56,27.17,0,0,31.94,0,30.77,30.46,27.17,32.1,182.7,12.45,14.72,6,0.171,28.03,0.272,59.01,0.387,89.1,88.3,-0.04,0,7999,1,0
"2015-07-30 17:50:00",10,12.95,"2015-07-30 17:45:30",404.7,433.2,0,27.88,38.89,27.6,39.18,27.69,67.69,39.19,8.6,27.6,92.6,20.78,"NAN",6.311,-0.025,2.246,-0.025,2.246,12.64,7.209,-0.781,5.706,0,-0.781,5.706,-0.538,11.35,27.19,0,0,31.77,0,30.65,30.48,27.19,31.77,144.4,12.42,14.76,6,0.171,28,0.273,59.15,0.386,89.1,88.2,-0.04,0,7999,1,0
"2015-07-30 17:55:00",11,12.95,"2015-07-30 17:54:00",396.5,425.3,0,27.89,38.84,27.59,39.12,27.69,67.68,39.11,8.59,27.59,92.6,20.77,"NAN",6.309,-0.03,2.246,-0.03,2.246,12.64,7.157,-0.777,5.748,0,-0.777,5.748,-0.435,11.28,27.21,0,0,32,0,30.69,30.52,27.21,31.96,228.9,12.39,14.82,6,0.171,28.06,0.273,59.17,0.386,89,88.3,-0.04,0,7999,1,0
"2015-07-30 18:00:00",12,12.95,"2015-07-30 17:55:45",396.9,420,0,27.86,38.82,27.57,39.11,27.61,67.61,39.11,8.57,27.57,92.6,20.77,"NAN",6.297,-0.038,2.245,-0.038,2.245,12.73,7.183,-0.776,5.747,0,-0.776,5.747,-0.448,11.41,27.22,0,0,32.06,0,30.76,30.55,27.22,32.05,228.7,12.37,14.85,6,0.171,28.05,0.273,59.15,0.386,89.1,88.3,-0.04,0,7999,1,0
"2015-07-30 18:05:00",13,12.95,"2015-07-30 18:00:30",398.5,418.8,0,27.85,38.76,27.56,39.08,27.57,67.57,39.08,8.56,27.56,92.6,20.77,"NAN",6.286,-0.022,2.246,-0.022,2.246,12.81,7.17,-0.761,5.751,0,-0.761,5.751,-0.422,11.43,27.24,0,0,32.05,0,30.81,30.58,27.24,32.08,228.7,12.35,14.89,6,0.171,27.98,0.273,59.19,0.386,89,88.3,-0.04,0,7999,1,0
"2015-07-30 18:10:00",14,12.95,"2015-07-30 18:06:30",389.6,419,0,27.83,38.74,27.55,39.08,27.57,67.57,39.07,8.55,27.55,92.6,20.79,"NAN",6.288,-0.012,2.245,-0.012,2.245,12.73,7.222,-0.759,5.748,0,-0.759,5.748,-0.474,11.31,27.25,0,0,32.08,0,30.83,30.62,27.25,32.08,228.3,12.33,14.92,6,0.171,27.98,0.273,59.03,0.386,89,88.3,-0.04,0,7999,1,0
"2015-07-30 18:15:00",15,12.95,"2015-07-30 18:13:00",393.3,417.9,0,27.85,38.54,27.55,38.93,27.56,67.56,38.94,8.55,27.55,92.6,20.79,"NAN",6.28,-0.016,2.246,-0.016,2.246,12.78,7.209,-0.764,5.753,0,-0.764,5.753,-0.512,11.35,27.27,0,0,32.1,0,30.85,30.64,27.27,32.08,228.2,12.28,14.99,6,0.171,28.03,0.273,59.13,0.386,89,88.3,-0.04,0,7999,1,0
"2015-07-30 18:20:00",16,12.95,"2015-07-30 18:20:00",388,417.6,0,27.84,38.49,27.54,38.76,27.58,67.57,38.78,8.54,27.54,92.6,20.79,"NAN",6.274,-0.03,2.245,-0.03,2.245,12.92,7.209,-0.776,5.729,0,-0.776,5.729,-0.512,11.58,27.28,0,0,32.07,0,30.87,30.68,27.28,32.09,228.2,12.21,15.07,6,0.171,28.05,0.273,59.11,0.386,89,88.4,-0.041,0,7999,1,0
"2015-07-30 18:25:00",17,12.95,"2015-07-30 18:21:45",386.8,414.4,0,27.85,38.45,27.54,38.74,27.63,67.62,38.74,8.54,27.54,92.7,20.78,"NAN",6.273,-0.013,2.246,-0.013,2.246,12.96,7.299,-0.76,5.755,0,-0.76,5.755,-0.435,11.61,27.3,0,0,32.17,0,30.89,30.7,27.3,32.12,228.1,12.2,15.1,6,0.171,28.01,0.273,59.04,0.386,88.9,88.4,-0.04,0,7999,1,0
"2015-07-30 18:30:00",18,12.95,"2015-07-30 18:28:30",384.8,417.3,0,27.87,38.3,27.59,38.62,27.7,67.69,38.63,8.59,27.59,92.7,20.77,"NAN",6.274,-0.004,2.245,-0.004,2.245,12.95,7.312,-0.755,5.75,0,-0.755,5.75,-0.461,11.63,27.31,0,0,32.19,0,30.94,30.73,27.31,32.17,228.1,12.19,15.12,6,0.171,28,0.272,58.94,0.386,88.9,88.4,-0.04,0,7999,1,0
"2015-07-30 18:35:00",19,12.95,"2015-07-30 18:33:45",380.2,408.2,0,27.91,38.21,27.63,38.44,27.75,67.74,38.44,8.63,27.63,92.7,20.78,"NAN",6.267,-0.007,2.246,-0.007,2.246,12.94,7.274,-0.752,5.747,0,-0.752,5.747,-0.461,11.56,27.32,0,0,32.22,0,30.97,30.76,27.32,32.2,228.1,12.15,15.17,6,0.171,28.05,0.272,58.94,0.386,88.9,88.5,-0.041,0,7999,1,0
"2015-07-30 18:40:00",20,12.95,"2015-07-30 18:40:00",375.9,414.1,0,27.92,38.15,27.64,38.45,27.77,67.76,38.45,8.64,27.64,92.7,20.79,"NAN",6.262,-0.003,2.245,-0.003,2.245,12.88,7.248,-0.753,5.752,0,-0.753,5.752,-0.435,11.54,27.33,0,0,32.24,0,31,30.79,27.33,32.25,228.2,12.17,15.16,6,0.171,28.06,0.272,58.9,0.386,88.9,88.4,-0.04,0,7999,1,0
"2015-07-30 18:45:00",21,12.95,"2015-07-30 18:42:45",388.2,409.8,0,27.9,38.18,27.62,38.37,27.71,67.72,38.36,8.62,27.62,92.7,20.79,"NAN",6.261,-0.021,2.246,-0.021,2.246,12.92,7.261,-0.764,5.718,0,-0.764,5.718,-0.5,11.54,27.34,0,0,32.29,0,31.03,30.82,27.34,32.27,231.1,12.12,15.23,6,0.171,28.05,0.273,59.26,0.386,88.9,88.5,-0.04,0,7999,1,0
"2015-07-30 18:50:00",22,12.95,"2015-07-30 18:49:15",380.1,412.6,0,27.9,38.05,27.61,38.33,27.66,67.66,38.33,8.61,27.61,92.7,20.8,"NAN",6.255,-0.013,2.245,-0.013,2.245,12.95,7.338,-0.748,5.762,0,-0.748,5.762,-0.461,11.66,27.35,0,0,32.35,0,31.06,30.84,27.35,32.32,231.6,12.09,15.26,6,0.171,28.02,0.273,59.06,0.386,88.9,88.5,-0.039,0,7999,1,0
"2015-07-30 18:55:00",23,12.95,"2015-07-30 18:54:00",379,409.1,0,27.88,38.06,27.6,38.35,27.67,67.66,38.35,8.6,27.6,92.7,20.81,"NAN",6.245,-0.023,2.244,-0.023,2.244,13.01,7.299,-0.778,5.744,0,-0.778,5.744,-0.512,11.66,27.36,0,0,32.37,0,31.1,30.87,27.36,32.36,243.9,12.09,15.27,6,0.171,28.06,0.273,59.1,0.386,88.8,88.5,-0.04,0,7999,1,0
"2015-07-30 19:00:00",24,12.94,"2015-07-30 18:55:15",374.1,406.3,0,27.89,37.96,27.6,38.3,27.67,67.67,38.31,8.6,27.6,92.7,20.81,"NAN",6.253,-0.018,2.244,-0.018,2.244,13,7.377,-0.762,5.747,0,-0.762,5.747,-0.461,11.63,27.37,0,0,32.28,0,31.13,30.89,27.37,32.37,207,12.08,15.3,6,0.171,27.97,0.273,59.1,0.386,88.8,88.4,-0.04,0,7999,1,0
"2015-07-30 19:05:00",25,12.95,"2015-07-30 19:03:45",372,410.6,0,27.89,37.87,27.62,38.16,27.64,67.65,38.18,8.62,27.62,92.7,20.81,"NAN",6.248,0.02,2.245,0.02,2.245,12.99,7.325,-0.683,5.755,0,-0.683,5.755,-0.332,11.66,27.38,0,0,32.07,0,31,30.9,27.38,32.05,148.2,12.04,15.34,6,0.171,28.06,0.273,59.04,0.386,88.9,88.5,-0.04,0,7999,1,0
"2015-07-30 19:10:00",26,12.95,"2015-07-30 19:08:45",375.6,401,0,27.88,37.83,27.6,38.17,27.65,67.65,38.15,8.6,27.6,92.7,20.81,"NAN",6.232,0.01,2.245,0.01,2.245,13,7.338,-0.715,5.76,0,-0.715,5.76,-0.512,11.74,27.39,0,0,32.21,0,30.97,30.92,27.39,32.16,224.5,12.01,15.38,6,0.171,28.03,0.272,58.92,0.386,88.8,88.5,-0.04,0,7999,1,0
"2015-07-30 19:15:00",27,12.95,"2015-07-30 19:12:15",380.9,398.8,0,27.93,37.66,27.64,38.04,27.69,67.7,38.05,8.64,27.64,92.7,20.8,"NAN",6.238,0.021,2.245,0.021,2.245,13.1,7.351,-0.714,5.777,0,-0.714,5.777,-0.487,11.67,27.4,0,0,32.25,0,31.01,30.94,27.4,32.22,228.2,12,15.39,6,0.171,28,0.272,58.94,0.386,88.8,88.7,-0.04,0,7999,1,0
"2015-07-30 19:20:00",28,12.95,"2015-07-30 19:18:00",375.3,396,0,27.96,37.53,27.68,37.93,27.73,67.73,37.94,8.68,27.68,92.7,20.8,"NAN",6.244,0.02,2.244,0.02,2.244,13.05,7.312,-0.716,5.771,0,-0.716,5.771,-0.474,11.62,27.4,0,0,32.3,0,31.05,30.96,27.4,32.27,228.1,12,15.41,6,0.171,27.95,0.272,58.92,0.385,88.8,88.7,-0.04,0,7999,1,0
"2015-07-30 19:25:00",29,12.94,"2015-07-30 19:23:00",377.6,406.1,0,27.97,37.57,27.7,37.77,27.76,67.76,37.78,8.7,27.7,92.7,20.79,"NAN",6.233,0.035,2.244,0.035,2.244,12.94,7.286,-0.704,5.803,0,-0.704,5.803,-0.435,11.63,27.41,0,0,32.21,0,31.07,30.98,27.41,32.28,228,11.95,15.46,6,0.171,28.05,0.272,58.83,0.385,88.8,88.7,-0.04,0,7999,1,0
"2015-07-30 19:30:00",30,12.94,"2015-07-30 19:29:30",381.4,404.9,0,27.95,37.57,27.68,37.83,27.72,67.72,37.84,8.68,27.68,92.7,20.79,"NAN",6.222,-0.001,2.244,-0.001,2.244,12.91,7.235,-0.738,5.794,0,-0.738,5.794,-0.461,11.57,27.42,0,0,32.32,0,31.1,31,27.42,32.32,227.8,11.96,15.46,6,0.171,28.01,0.272,58.83,0.385,88.8,88.6,-0.04,0,7999,1,0
"2015-07-30 19:35:00",31,12.95,"2015-07-30 19:31:30",379,406.5,0,27.95,37.53,27.68,37.75,27.73,67.72,37.75,8.68,27.68,92.7,20.79,"NAN",6.223,0.006,2.244,0.006,2.244,12.75,7.196,-0.747,5.791,0,-0.747,5.791,-0.5,11.36,27.42,0,0,32.36,0,31.13,31.02,27.42,32.32,227.8,11.92,15.5,6,0.171,27.97,0.272,58.92,0.385,88.8,88.6,-0.04,0,7999,1,0
"2015-07-30 19:40:00",32,12.95,"2015-07-30 19:36:15",374.1,400.4,0,27.98,37.41,27.69,37.81,27.75,67.75,37.81,8.69,27.69,92.7,20.79,"NAN",6.225,0.01,2.244,0.01,2.244,12.7,7.144,-0.733,5.801,0,-0.733,5.801,-0.474,11.3,27.43,0,0,32.35,0,31.14,31.04,27.43,32.32,227.7,11.95,15.48,6,0.171,27.95,0.272,58.83,0.385,88.8,88.7,-0.04,0,7999,1,0
"2015-07-30 19:45:00",33,12.94,"2015-07-30 19:43:15",377.6,398.7,0,28.03,37.19,27.75,37.59,27.76,67.76,37.61,8.75,27.75,92.7,20.79,"NAN",6.219,-0.003,2.242,-0.003,2.242,12.64,7.132,-0.748,5.799,0,-0.748,5.799,-0.487,11.24,27.43,0,0,32.35,0,31.15,31.06,27.43,32.34,227.4,11.92,15.51,6,0.171,28,0.272,58.87,0.385,88.8,88.7,-0.04,0,7999,1,0
"2015-07-30 19:50:00",34,12.95,"2015-07-30 19:45:15",372.9,406.5,0,28,37.37,27.72,37.64,27.74,67.73,37.62,8.72,27.72,92.8,20.79,"NAN",6.21,-0.025,2.243,-0.025,2.243,12.59,7.106,-0.772,5.808,0,-0.772,5.808,-0.461,11.26,27.44,0,0,32.32,0,31.16,31.07,27.44,32.32,227.3,11.9,15.54,6,0.171,27.97,0.272,58.81,0.385,88.8,88.8,-0.04,0,7999,1,0
"2015-07-30 19:55:00",35,12.94,"2015-07-30 19:51:00",372.8,402.9,0,27.95,37.48,27.68,37.71,27.68,67.67,37.7,8.68,27.68,92.8,20.8,"NAN",6.219,-0.018,2.243,-0.018,2.243,12.55,7.067,-0.757,5.793,0,-0.757,5.793,-0.448,11.24,27.44,0,0,32.42,0,31.18,31.09,27.44,32.36,227.8,11.9,15.55,6,0.171,28,0.272,58.81,0.385,88.8,88.7,-0.039,0,7999,1,0
"2015-07-30 20:00:00",36,12.95,"2015-07-30 19:57:15",377.6,406.2,0,27.94,37.41,27.67,37.77,27.64,67.65,37.78,8.67,27.67,92.8,20.8,"NAN",6.216,-0.012,2.243,-0.012,2.243,12.62,7.157,-0.752,5.822,0,-0.752,5.822,-0.448,11.21,27.45,0,0,32.31,0,31.18,31.1,27.45,32.34,227.5,11.92,15.53,6,0.171,28.01,0.272,58.81,0.385,88.7,88.7,-0.041,0,7999,1,0
"2015-07-30 20:05:00",37,12.94,"2015-07-30 20:00:30",373.6,404.8,0,27.94,37.39,27.66,37.71,27.64,67.64,37.71,8.66,27.66,92.8,20.79,"NAN",6.214,-0.011,2.242,-0.011,2.242,12.77,7.119,-0.753,5.817,0,-0.753,5.817,-0.512,11.44,27.45,0,0,32.29,0,31.17,31.11,27.45,32.31,228,11.89,15.57,6,0.171,27.97,0.272,58.86,0.385,88.8,88.8,-0.039,0,7999,1,0
"2015-07-30 20:10:00",38,12.94,"2015-07-30 20:09:30",369.4,400,0,27.95,37.4,27.67,37.72,27.66,67.66,37.71,8.67,27.67,92.8,20.8,"NAN",6.214,-0.023,2.242,-0.023,2.242,12.77,7.196,-0.772,5.791,0,-0.772,5.791,-0.422,11.48,27.46,0,0,32.34,0,31.17,31.13,27.46,32.33,227.8,11.89,15.56,6,0.171,28,0.272,58.78,0.385,88.7,88.8,-0.04,0,7999,1,0
"2015-07-30 20:15:00",39,12.95,"2015-07-30 20:13:00",372.3,407.1,0,27.96,37.35,27.7,37.7,27.7,67.69,37.7,8.7,27.7,92.8,20.79,"NAN",6.215,-0.005,2.242,-0.005,2.242,12.81,7.144,-0.75,5.796,0,-0.75,5.796,-0.487,11.32,27.46,0,0,32.33,0,31.19,31.14,27.46,32.31,227.8,11.92,15.55,6,0.171,28.03,0.272,58.79,0.385,88.7,88.8,-0.04,0,7999,1,0
"2015-07-30 20:20:00",40,12.94,"2015-07-30 20:19:45",377.1,400.5,0,28.01,37.26,27.75,37.71,27.73,67.73,37.7,8.74,27.74,92.8,20.8,"NAN",6.213,-0.002,2.241,-0.002,2.241,12.62,7.132,-0.743,5.813,0,-0.743,5.813,-0.474,11.28,27.47,0,0,32.34,0,31.19,31.15,27.47,32.32,227.8,11.96,15.51,6,0.171,28,0.272,58.76,0.385,88.7,88.8,-0.04,0,7999,1,0
"2015-07-30 20:25:00",41,12.95,"2015-07-30 20:24:15",373.7,400.6,0,28.01,37.45,27.76,37.74,27.74,67.74,37.74,8.76,27.76,92.8,20.8,"NAN",6.212,-0.003,2.241,-0.003,2.241,12.62,7.144,-0.749,5.813,0,-0.749,5.813,-0.474,11.24,27.47,0,0,32.38,0,31.22,31.17,27.47,32.38,227.7,11.98,15.48,6,0.171,27.97,0.272,58.85,0.385,88.7,88.8,-0.039,0,7999,1,0
"2015-07-30 20:30:00",42,12.95,"2015-07-30 20:25:45",382.1,404,0,27.99,37.59,27.72,37.96,27.71,67.7,37.95,8.73,27.73,92.8,20.8,"NAN",6.204,-0.015,2.24,-0.015,2.24,12.59,7.106,-0.753,5.821,0,-0.753,5.821,-0.5,11.34,27.47,0,0,32.36,0,31.22,31.18,27.47,32.35,227.6,12.04,15.43,6,0.171,28,0.272,58.79,0.385,88.7,88.7,-0.039,0,7999,1,0
"2015-07-30 20:35:00",43,12.94,"2015-07-30 20:31:30",379.9,405.7,0,27.96,37.75,27.7,38.07,27.7,67.7,38.07,8.7,27.7,92.8,20.79,"NAN",6.204,-0.014,2.241,-0.014,2.241,12.6,7.119,-0.75,5.806,0,-0.75,5.806,-0.487,11.3,27.47,0,0,32.33,0,31.22,31.19,27.47,32.32,227.4,12.07,15.41,6,0.171,28.02,0.272,58.81,0.385,88.7,88.7,-0.04,0,7999,1,0
"2015-07-30 20:40:00",44,12.94,"2015-07-30 20:36:00",382.4,401.5,0,27.95,37.85,27.68,38.25,27.67,67.67,38.24,8.68,27.68,92.8,20.79,"NAN",6.205,-0.015,2.241,-0.015,2.241,12.6,7.17,-0.755,5.798,0,-0.755,5.798,-0.448,11.28,27.48,0,0,32.29,0,31.21,31.2,27.48,32.32,227.7,12.12,15.36,6,0.171,28.02,0.272,58.97,0.385,88.7,88.7,-0.039,0,7999,1,0
"2015-07-30 20:45:00",45,12.94,"2015-07-30 20:45:00",379.3,408.8,0,27.94,37.93,27.66,38.4,27.65,67.65,38.39,8.66,27.66,92.8,20.79,"NAN",6.201,-0.012,2.239,-0.012,2.239,12.84,7.183,-0.748,5.798,0,-0.748,5.798,-0.422,11.5,27.48,0,0,32.29,0,31.2,31.21,27.48,32.27,228.1,12.16,15.32,6,0.171,28,0.271,58.65,0.385,88.7,88.8,-0.04,0,7999,1,0
"2015-07-30 20:50:00",46,12.94,"2015-07-30 20:46:45",379.6,406.3,0,27.96,37.99,27.67,38.48,27.64,67.65,38.48,8.67,27.67,92.8,20.79,"NAN",6.206,-0.002,2.24,-0.002,2.24,12.87,7.261,-0.739,5.798,0,-0.739,5.798,-0.5,11.54,27.48,0,0,32.33,0,31.2,31.22,27.48,32.29,227.6,12.21,15.27,6,0.171,27.98,0.271,58.72,0.385,88.7,88.8,-0.039,0,7999,1,0
"2015-07-30 20:55:00",47,12.94,"2015-07-30 20:54:00",379.7,406.7,0,27.98,38.03,27.71,38.51,27.68,67.67,38.51,8.71,27.71,92.8,20.79,"NAN",6.203,0.006,2.239,0.006,2.239,12.92,7.209,-0.732,5.817,0,-0.732,5.817,-0.448,11.56,27.48,0,0,32.32,0,31.21,31.23,27.48,32.32,227.8,12.25,15.23,6,0.171,27.98,0.272,58.81,0.385,88.8,88.8,-0.041,0,7999,1,0
"2015-07-30 21:00:00",48,12.94,"2015-07-30 20:55:30",380.1,407.1,0,28.04,37.99,27.75,38.54,27.73,67.73,38.54,8.74,27.74,92.8,20.79,"NAN",6.207,0.023,2.24,0.023,2.24,12.77,7.17,-0.714,5.827,0,-0.714,5.827,-0.461,11.32,27.49,0,0,32.38,0,31.23,31.24,27.49,32.33,227.3,12.3,15.19,6,0.171,28,0.271,58.7,0.385,88.7,88.8,-0.04,0,7999,1,0
"2015-07-30 21:05:00",49,12.94,"2015-07-30 21:04:15",379.5,403.9,0,28.05,38.1,27.77,38.6,27.72,67.72,38.6,8.77,27.77,92.8,20.8,"NAN",6.197,0.003,2.239,0.003,2.239,12.66,7.17,-0.742,5.817,0,-0.742,5.817,-0.5,11.37,27.49,0,0,32.4,0,31.25,31.25,27.49,32.39,228,12.34,15.14,6,0.171,28,0.272,58.79,0.385,88.7,88.8,-0.04,0,7999,1,0
"2015-07-30 21:10:00",50,12.94,"2015-07-30 21:06:15",382.4,406,0,28.01,38.3,27.74,38.75,27.63,67.62,38.74,8.74,27.74,92.8,20.79,"NAN",6.201,-0.016,2.239,-0.016,2.239,12.79,7.132,-0.758,5.813,0,-0.758,5.813,-0.487,11.36,27.49,0,0,32.31,0,31.26,31.25,27.49,32.35,227.8,12.37,15.11,6,0.171,27.98,0.271,58.63,0.385,88.8,88.9,-0.04,0,7999,1,0
"2015-07-30 21:15:00",51,12.94,"2015-07-30 21:14:00",377.6,398.5,0,27.98,38.43,27.7,38.91,27.53,67.53,38.9,8.7,27.7,92.8,20.79,"NAN",6.192,-0.015,2.238,-0.015,2.238,12.7,7.132,-0.754,5.828,0,-0.754,5.828,-0.396,11.34,27.49,0,0,32.33,0,31.25,31.26,27.49,32.33,228.2,12.41,15.08,6,0.171,28,0.271,58.7,0.385,88.8,88.7,-0.04,0,7999,1,0
"2015-07-30 21:20:00",52,12.94,"2015-07-30 21:18:00",375.9,408.5,0,27.99,38.47,27.68,39.07,27.53,67.53,39.06,8.68,27.68,92.8,20.8,"NAN",6.191,-0.016,2.239,-0.016,2.239,12.7,7.196,-0.751,5.81,0,-0.751,5.81,-0.474,11.35,27.49,0,0,32.34,0,31.22,31.27,27.49,32.32,227.8,12.45,15.04,6,0.171,28,0.271,58.69,0.385,88.8,88.8,-0.039,0,7999,1,0
"2015-07-30 21:25:00",53,12.95,"2015-07-30 21:22:30",378,402.1,0,27.96,38.64,27.68,39.16,27.55,67.55,39.16,8.68,27.68,92.8,20.79,"NAN",6.193,-0.016,2.238,-0.016,2.238,12.94,7.261,-0.753,5.81,0,-0.753,5.81,-0.461,11.54,27.49,0,0,32.33,0,31.22,31.27,27.49,32.31,227.5,12.49,15.01,6,0.171,27.98,0.269,58.01,0.385,88.8,88.8,-0.04,0,7999,1,0
