"","","Min","TMn","Avg","Avg","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp","Smp","Avg","Avg","Avg","Avg","Tot","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Smp","Avg"
"2015-08-01 05:55:00",443,12.95,"2015-08-01 05:50:15",374.5,414.2,0,27.63,46.12,27.18,47.21,26.95,66.95,47.2,8.19,27.19,92.7,20.71,"NAN",6.169,0.064,2.292,0.064,2.292,12.74,7.17,-0.681,6.271,0,-0.681,6.271,-0.409,11.37,27.09,0,0,31.77,0,30.83,31.21,27.09,31.8,228.4,15,12.09,3,0.168,27.44,0.259,55.46,0.385,88.7,90.6,-0.061,0,7999,0,0
"2015-08-01 06:00:00",444,12.95,"2015-08-01 05:58:45",379.5,402.1,0,27.56,46.27,27.13,47.28,26.83,66.82,47.28,8.13,27.13,92.7,20.7,"NAN",6.167,0.027,2.288,0.027,2.288,12.62,7.106,-0.739,6.267,0,-0.739,6.267,-0.512,11.43,27.09,0,0,31.8,0,30.83,31.21,27.09,31.82,228.1,14.98,12.11,3,0.168,27.38,0.259,55.51,0.385,88.8,90.5,-0.061,0,7999,0,0
"2015-08-01 06:05:00",445,12.95,"2015-08-01 06:03:15",376.6,400.5,0,27.52,46.35,27.1,47.35,26.75,66.75,47.34,8.1,27.1,92.7,20.71,"NAN",6.174,0.021,2.286,0.021,2.286,12.85,7.196,-0.735,6.287,0,-0.735,6.287,-0.435,11.57,27.08,0,0,31.77,0,30.83,31.21,27.08,31.78,228,14.97,12.12,3,0.168,27.44,0.26,55.74,0.385,88.7,90.6,-0.061,0,7999,0,0
"2015-08-01 06:10:00",446,12.95,"2015-08-01 06:07:30",371.1,399.8,0,27.53,46.28,27.11,47.31,26.76,66.76,47.31,8.11,27.11,92.7,20.7,"NAN",6.169,0.011,2.284,0.011,2.284,12.87,7.183,-0.76,6.265,0,-0.76,6.265,-0.448,11.57,27.08,0,0,31.74,0,30.83,31.21,27.08,31.76,228.1,14.96,12.11,3,0.169,27.46,0.261,55.87,0.385,88.7,90.5,-0.062,0,7999,0,0
"2015-08-01 06:15:00",447,12.95,"2015-08-01 06:11:00",376.4,410.8,0,27.56,46.21,27.12,47.26,26.79,66.79,47.27,8.12,27.12,92.7,20.71,"NAN",6.17,0.015,2.28,0.015,2.28,12.86,7.235,-0.748,6.279,0,-0.748,6.279,-0.409,11.56,27.07,0,0,31.76,0,30.83,31.2,27.07,31.77,228.1,14.96,12.12,3,0.168,27.42,0.259,55.56,0.385,88.7,90.6,-0.061,0,7999,0,0
"2015-08-01 06:20:00",448,12.95,"2015-08-01 06:16:30",382.7,407.4,0,27.6,46.12,27.14,47.16,26.87,66.86,47.17,8.14,27.14,92.7,20.71,"NAN",6.178,0.014,2.277,0.014,2.277,12.82,7.157,-0.743,6.285,0,-0.743,6.285,-0.409,11.48,27.07,0,0,31.78,0,30.83,31.2,27.07,31.81,228.3,14.94,12.13,3,0.169,27.46,0.259,55.55,0.385,88.7,90.5,-0.062,0,7999,0,0
"2015-08-01 06:25:00",449,12.95,"2015-08-01 06:25:00",377,405.8,0,27.61,46.01,27.16,47.12,26.95,66.94,47.12,8.16,27.16,92.8,20.71,"NAN",6.163,0.025,2.274,0.025,2.274,12.69,7.106,-0.721,6.284,0,-0.721,6.284,-0.538,11.35,27.07,0,0,31.84,0,30.84,31.2,27.07,31.82,227.9,14.95,12.12,3,0.169,27.49,0.259,55.49,0.385,88.7,90.4,-0.061,0,7999,0,0
"2015-08-01 06:30:00",450,12.95,"2015-08-01 06:30:00",376.7,404.8,0,27.6,45.99,27.14,47.05,26.93,66.93,47.05,8.15,27.15,92.8,20.71,"NAN",6.171,0.028,2.272,0.028,2.272,12.61,7.093,-0.719,6.278,0,-0.719,6.278,-0.512,11.36,27.06,0,0,31.79,0,30.84,31.2,27.06,31.81,228.1,14.91,12.15,3,0.169,27.46,0.259,55.42,0.385,88.8,90.5,-0.061,0,7999,0,0
"2015-08-01 06:35:00",451,12.95,"2015-08-01 06:34:15",378.5,406.6,0,27.56,46.06,27.1,47.14,26.83,66.83,47.13,8.1,27.1,92.8,20.71,"NAN",6.171,0.025,2.27,0.025,2.27,12.68,7.067,-0.717,6.291,0,-0.717,6.291,-0.409,11.36,27.06,0,0,31.76,0,30.84,31.2,27.06,31.77,228.2,14.9,12.16,3,0.168,27.44,0.259,55.44,0.385,88.8,90.4,-0.061,0,7999,0,0
"2015-08-01 06:40:00",452,12.95,"2015-08-01 06:36:30",373.2,405.8,0,27.52,46.08,27.08,47.14,26.73,66.74,47.13,8.08,27.08,92.8,20.71,"NAN",6.177,0.001,2.268,0.001,2.268,12.77,7.17,-0.757,6.282,0,-0.757,6.282,-0.5,11.53,27.06,0,0,31.79,0,30.83,31.19,27.06,31.75,228,14.88,12.17,3,0.168,27.42,0.259,55.53,0.385,88.8,90.5,-0.06,0,7999,0,0
"2015-08-01 06:45:00",453,12.95,"2015-08-01 06:44:00",381.1,407.8,0,27.56,45.96,27.08,47.1,26.75,66.75,47.12,8.07,27.07,92.8,20.71,"NAN",6.179,0.03,2.266,0.03,2.266,12.85,7.157,-0.699,6.296,0,-0.699,6.296,-0.435,11.5,27.05,0,0,31.77,0,30.82,31.19,27.05,31.75,228.3,14.87,12.18,3,0.168,27.42,0.259,55.46,0.385,88.8,90.5,-0.06,0,7999,0,0
"2015-08-01 06:50:00",454,12.95,"2015-08-01 06:45:45",381,403.8,0,27.59,45.86,27.11,47.03,26.82,66.81,47.01,8.11,27.11,92.8,20.72,"NAN",6.178,0.004,2.264,0.004,2.264,12.79,7.144,-0.751,6.286,0,-0.751,6.286,-0.384,11.5,27.05,0,0,31.8,0,30.81,31.19,27.05,31.77,228.1,14.87,12.18,3,0.168,27.41,0.259,55.48,0.385,88.8,90.5,-0.061,0,7999,0,0
"2015-08-01 06:55:00",455,12.95,"2015-08-01 06:51:15",377.5,408,0,27.59,45.94,27.13,47.07,26.83,66.83,47.07,8.13,27.13,92.8,20.72,"NAN",6.183,-0.023,2.262,-0.023,2.262,12.77,7.145,-0.784,6.274,0,-0.784,6.274,-0.435,11.43,27.05,0,0,31.78,0,30.81,31.19,27.05,31.77,228.2,14.9,12.14,3,0.168,27.44,0.259,55.47,0.385,88.8,90.5,-0.061,0,7999,0,0
"2015-08-01 07:00:00",456,12.95,"2015-08-01 06:57:00",370.7,405,0,27.61,45.95,27.16,46.94,26.92,66.92,46.94,8.16,27.16,92.8,20.72,"NAN",6.184,0.044,2.259,0.044,2.259,12.49,6.989,-0.67,6.296,0,-0.67,6.296,-0.5,11.3,27.04,0,0,31.87,0,30.82,31.19,27.04,31.8,228.1,14.88,12.16,3,0.168,27.42,0.259,55.53,0.385,88.8,90.4,-0.061,0,7999,0,0
"2015-08-01 07:05:00",457,12.95,"2015-08-01 07:02:45",371.4,405.5,0,27.58,46.06,27.16,47.04,26.89,66.88,47.04,8.16,27.16,92.8,20.72,"NAN",6.168,-0.006,2.257,-0.006,2.257,12.48,6.925,-0.765,6.265,0,-0.765,6.265,-0.448,11.15,27.04,0,0,31.78,0,30.84,31.19,27.04,31.79,233.1,14.92,12.12,3,0.168,27.44,0.259,55.56,0.386,88.8,90.4,-0.061,0,7999,0,0
"2015-08-01 07:10:00",458,12.95,"2015-08-01 07:05:15",377.7,406.3,0,27.53,46.2,27.12,47.05,26.84,66.85,47.06,8.12,27.12,92.8,20.72,"NAN",6.173,-0.072,2.255,-0.072,2.255,12.51,6.964,-0.861,6.246,0,-0.861,6.246,-0.435,11.17,27.04,0,0,31.9,0,30.86,31.19,27.04,31.9,249.9,14.89,12.15,3,0.168,27.42,0.259,55.53,0.386,88.8,90.4,-0.061,0,7999,0,0
"2015-08-01 07:15:00",459,12.95,"2015-08-01 07:13:00",377.8,403.8,0,27.5,46.24,27.06,47.26,26.81,66.81,47.25,8.06,27.06,92.8,20.73,"NAN",6.18,-0.037,2.254,-0.037,2.254,12.47,6.964,-0.786,6.03,7999,-0.786,6.03,-0.474,11.19,27.03,0,0,31.95,0,30.9,31.2,27.03,31.94,251.6,14.9,12.13,3,0.168,27.42,0.259,55.35,0.386,88.9,90.3,-0.062,0,7999,0,0
"2015-08-01 07:20:00",460,12.95,"2015-08-01 07:18:15",382.6,399.7,0,27.45,46.21,27,47.13,26.81,66.8,47.14,8,27,92.8,20.73,"NAN",6.174,0.013,2.281,0.013,2.281,12.46,6.886,-0.712,2.649,0,-0.712,2.649,-0.384,11.13,27.03,0,0,31.88,0,30.93,31.2,27.03,31.95,215.1,14.81,12.22,3,0.168,27.41,0.259,55.39,0.386,88.9,90.2,-0.061,0,7999,0,0
"2015-08-01 07:25:00",461,12.95,"2015-08-01 07:21:45",382,399.8,0,27.37,46.21,26.95,46.8,26.79,66.79,46.82,7.95,26.95,92.8,20.72,"NAN",6.169,0.084,2.376,0.084,2.376,12.42,6.847,-0.674,2.705,0,-0.674,2.705,-0.435,11.12,27.02,0,0,31.59,0,30.78,31.18,27.02,31.55,150.8,14.65,12.37,3,0.168,27.42,0.259,55.33,0.386,88.9,90.2,-0.06,0,7999,0,0
"2015-08-01 07:30:00",462,12.95,"2015-08-01 07:27:15",379.2,408.1,0,27.34,45.91,26.92,46.39,26.73,66.73,46.4,7.92,26.92,92.8,20.72,"NAN",6.181,0.081,2.395,0.081,2.395,12.48,6.938,-0.718,3.349,0,-0.718,3.349,-0.422,11.17,27.02,0,0,31.77,0,30.78,31.18,27.02,31.73,254,14.48,12.54,3,0.168,27.41,0.258,55.31,0.386,88.9,90.2,-0.061,0,7999,0,0
"2015-08-01 07:35:00",463,12.95,"2015-08-01 07:32:15",367.4,402.2,0,27.33,45.64,26.89,46.14,26.71,66.7,46.15,7.89,26.89,92.8,20.72,"NAN",6.174,0.081,2.379,0.081,2.379,12.47,6.925,-0.69,4.463,0,-0.69,4.463,-0.422,11.1,27.01,0,0,31.88,0,30.81,31.18,27.01,31.86,246.5,14.37,12.64,3,0.168,27.39,0.259,55.39,0.386,88.9,90.2,-0.061,0,7999,0,0
"2015-08-01 07:40:00",464,12.95,"2015-08-01 07:37:00",376.9,406.8,0,27.33,45.4,26.85,45.89,26.69,66.68,45.91,7.85,26.85,92.8,20.73,"NAN",6.183,0.088,2.357,0.088,2.357,12.44,6.835,-0.846,5.304,0,-0.846,5.304,-0.512,11.09,27.01,0,0,31.37,0,30.72,31.16,27.01,31.56,119.2,14.25,12.76,3,0.168,27.42,0.259,55.4,0.386,88.9,90.2,-0.061,0,7999,0,0
"2015-08-01 07:45:00",465,12.95,"2015-08-01 07:43:15",373.8,410.9,0,27.33,45.09,26.83,45.64,26.65,66.65,45.64,7.829,26.83,92.8,20.74,"NAN",6.179,0.131,2.336,0.131,2.336,12.43,6.783,-0.673,5.782,0,-0.673,5.782,-0.474,11.05,27,0,0,31.53,0,30.61,31.15,27,31.49,222.4,14.13,12.87,3,0.168,27.41,0.259,55.47,0.386,88.8,90.2,-0.06,0,7999,0,0
"2015-08-01 07:50:00",466,12.95,"2015-08-01 07:49:15",373.9,407.5,0,27.29,45.02,26.82,45.52,26.61,66.61,45.53,7.823,26.82,92.8,20.74,"NAN",6.174,0.144,2.314,0.144,2.314,12.31,6.783,-0.608,5.978,0,-0.608,5.978,-0.5,10.95,26.99,0,0,31.59,0,30.63,31.14,26.99,31.6,228.5,14.09,12.9,3,0.168,27.42,0.26,55.81,0.386,88.9,90.2,-0.061,0,7999,0,0
"2015-08-01 07:55:00",467,12.95,"2015-08-01 07:50:30",379.1,404.4,0,27.3,44.82,26.81,45.43,26.6,66.6,45.44,7.812,26.81,92.8,20.73,"NAN",6.173,0.085,2.297,0.085,2.297,12.34,6.783,-0.68,6.103,0,-0.68,6.103,-0.461,10.99,26.98,0,0,31.61,0,30.64,31.13,26.98,31.61,228.4,14.05,12.94,3,0.168,27.38,0.259,55.42,0.386,88.9,90.2,-0.061,0,7999,0,0
"2015-08-01 08:00:00",468,12.95,"2015-08-01 07:55:30",378.7,407.4,0,27.28,44.75,26.79,45.38,26.6,66.6,45.38,7.79,26.79,92.8,20.73,"NAN",6.161,0.078,2.284,0.078,2.284,12.3,6.692,-0.659,6.206,0,-0.659,6.206,-0.5,10.91,26.98,0,0,31.59,0,30.63,31.12,26.98,31.57,228.6,14.01,12.97,3,0.168,27.41,0.259,55.47,0.386,89,90.2,-0.061,0,7999,0,0
"2015-08-01 08:05:00",469,12.95,"2015-08-01 08:03:30",383.5,401.7,0,27.3,44.58,26.79,45.42,26.62,66.61,45.41,1.794,26.79,92.8,20.73,"NAN",6.18,-0.148,2.275,-0.148,2.275,12.3,6.744,-0.883,6.215,0,-0.883,6.215,-0.461,10.89,26.97,0,0,31.56,0,30.64,31.11,26.97,31.54,228.2,14.02,12.95,3,0.168,27.39,0.259,55.44,0.386,88.9,90.2,-0.061,0,2350,0,0
"2015-08-01 08:10:00",470,12.95,"2015-08-01 08:07:15",384.2,412.9,0,27.33,44.5,26.78,45.45,26.62,66.62,45.45,1.782,26.78,92.8,20.74,"NAN",6.18,-0.026,2.268,-0.026,2.268,12.24,6.731,-0.67,6.304,0,-0.67,6.304,-0.396,10.8,26.96,0,0,31.61,0,30.65,31.11,26.96,31.58,228.1,14.03,12.94,3,0.168,27.38,0.259,55.49,0.386,88.9,90.3,-0.061,0,2000,0,0
"2015-08-01 08:15:00",471,12.95,"2015-08-01 08:11:00",379.9,410.8,0,27.32,44.49,26.78,45.49,26.63,66.63,45.48,1.783,26.78,92.8,20.75,"NAN",6.178,-0.088,2.264,-0.088,2.264,12.24,6.718,-0.894,6.248,0,-0.894,6.248,-0.396,10.95,26.96,0,0,31.63,0,30.64,31.1,26.96,31.61,228.4,14.04,12.92,3,0.168,27.39,0.259,55.58,0.386,88.9,90.3,-0.06,0,2000,0,0
"2015-08-01 08:20:00",472,12.95,"2015-08-01 08:19:45",387.1,410.4,0,27.33,44.48,26.8,45.46,26.63,66.62,45.46,1.797,26.8,92.8,20.74,"NAN",6.18,-0.026,2.259,-0.026,2.259,12.21,6.692,-0.769,6.251,0,-0.769,6.251,-0.422,10.87,26.95,0,0,31.68,0,30.66,31.09,26.95,31.63,228.1,14.04,12.91,3,0.168,27.41,0.259,55.56,0.385,88.8,90.3,-0.061,0,2000,0,0
"2015-08-01 08:25:00",473,12.95,"2015-08-01 08:23:30",381.2,413.4,0,27.36,44.4,26.79,45.55,26.65,66.65,45.55,1.791,26.79,92.8,20.74,"NAN",6.183,0.071,2.255,0.071,2.255,12.17,6.757,-0.615,6.301,0,-0.615,6.301,-0.487,10.75,26.95,0,0,31.62,0,30.66,31.09,26.95,31.62,228.2,14.07,12.88,3,0.168,27.34,0.259,55.47,0.384,88.4,90.3,-0.06,0,2000,0,0
"2015-08-01 08:30:00",474,12.95,"2015-08-01 08:27:30",389.7,414.5,0,27.33,44.51,26.8,45.51,26.67,66.68,45.51,1.8,26.8,92.8,20.73,"NAN",6.192,0.098,2.252,0.098,2.252,12.21,6.718,-0.594,6.375,0,-0.594,6.375,-0.461,10.84,26.94,0,0,31.58,0,30.65,31.08,26.94,31.59,228.3,14.06,12.88,3,0.168,27.38,0.26,55.62,0.384,88.4,90.2,-0.06,0,2000,0,0
"2015-08-01 08:35:00",475,12.95,"2015-08-01 08:34:15",393.7,413.6,0,27.31,44.57,26.79,45.61,26.69,66.69,45.61,1.785,26.79,92.8,20.73,"NAN",6.182,0.128,2.25,0.128,2.25,12.16,6.744,-0.612,6.058,7999,-0.612,6.058,-0.474,10.78,26.94,0,0,31.57,0,30.65,31.08,26.94,31.6,228.2,14.08,12.86,3,0.168,27.41,0.259,55.46,0.384,88.4,90.3,-0.061,0,2000,0,0
"2015-08-01 08:40:00",476,12.95,"2015-08-01 08:39:00",388.2,415.6,0,27.33,44.47,26.78,45.56,26.68,66.68,45.55,1.781,26.78,92.8,20.73,"NAN",6.176,0.194,2.29,0.194,2.29,12.24,6.589,-0.578,2.599,0,-0.578,2.599,-0.5,10.83,26.94,0,0,31.57,0,30.63,31.07,26.94,31.58,228.1,14.06,12.88,3,0.168,27.34,0.259,55.58,0.384,88.4,90.2,-0.06,0,2000,0,0
"2015-08-01 08:45:00",477,12.95,"2015-08-01 08:41:30",391,418.2,0,27.32,44.52,26.79,45.56,26.67,66.65,45.55,1.792,26.79,92.8,20.73,"NAN",6.181,0.163,2.387,0.163,2.387,12.17,6.718,-0.658,2.854,0,-0.658,2.854,-0.448,10.84,26.93,0,0,31.6,0,30.63,31.06,26.93,31.59,228,14.07,12.86,3,0.168,27.38,0.261,55.99,0.384,88.4,90.3,-0.06,0,2000,0,0
"2015-08-01 08:50:00",478,12.95,"2015-08-01 08:47:30",390.7,411.1,0,27.32,44.54,26.77,45.6,26.65,66.65,45.6,1.774,26.77,92.8,20.73,"NAN",6.178,0.163,2.393,0.163,2.393,12.22,6.705,-0.67,3.37,0,-0.67,3.37,-0.474,10.8,26.93,0,0,31.62,0,30.62,31.06,26.93,31.61,228.1,14.07,12.86,3,0.168,27.36,0.259,55.58,0.384,88.4,90.3,-0.061,0,2000,0,0
"2015-08-01 08:55:00",479,12.95,"2015-08-01 08:53:30",379.8,415.5,0,27.34,44.46,26.79,45.56,26.65,66.65,45.57,1.792,26.79,92.8,20.73,"NAN",6.179,0.165,2.394,0.165,2.394,12.17,6.641,-0.674,4.45,0,-0.674,4.45,-0.461,10.73,26.92,0,0,31.6,0,30.64,31.06,26.92,31.62,228,14.08,12.85,3,0.168,27.39,0.26,55.8,0.384,88.4,90.4,-0.06,0,2000,0,0
"2015-08-01 09:00:00",480,12.95,"2015-08-01 08:58:00",383.5,409.1,0,27.32,44.46,26.78,45.46,26.65,66.64,45.46,1.785,26.79,92.8,20.73,"NAN",6.19,0.152,2.388,0.152,2.388,12.18,6.731,-0.693,5.43,0,-0.693,5.43,-0.448,10.79,26.92,0,0,31.6,0,30.62,31.05,26.92,31.6,228.2,14.03,12.89,3,0.168,27.36,0.259,55.58,0.384,88.4,90.2,-0.06,0,2000,0,0
"2015-08-01 09:05:00",481,12.95,"2015-08-01 09:03:15",383.6,407.4,0,27.32,44.43,26.79,45.43,26.65,66.65,45.43,1.787,26.79,92.8,20.73,"NAN",6.189,0.129,2.377,0.129,2.377,12.12,6.744,-0.709,5.877,0,-0.709,5.877,-0.474,10.79,26.92,0,0,30.58,0,30.41,31.02,26.92,30.96,0.245,14.02,12.9,3,0.168,27.34,0.259,55.58,0.384,88.5,90.3,-0.06,0,2000,0,0
"2015-08-01 09:10:00",482,12.96,"2015-08-01 09:05:15",380.2,402.1,0,27.29,44.48,26.78,45.44,26.66,66.65,45.44,1.777,26.78,92.8,20.73,"NAN",6.184,0.139,2.363,0.139,2.363,12.24,6.705,-0.686,6.118,0,-0.686,6.118,-0.422,10.74,26.92,0,0,30.12,0,29.98,30.96,26.92,30.29,0.196,14.02,12.9,3,0.168,27.36,0.259,55.58,0.384,88.5,90.4,-0.06,0,2000,0,0
"2015-08-01 09:15:00",483,12.95,"2015-08-01 09:11:15",376,404.6,0,27.24,44.6,26.75,45.47,26.62,66.63,45.47,1.754,26.75,92.8,20.73,"NAN",6.191,0.12,2.347,0.12,2.347,12.12,6.705,-0.701,6.235,0,-0.701,6.235,-0.525,10.78,26.91,0,0,29.77,0,29.64,30.92,26.91,29.92,0.392,14.01,12.91,3,0.168,27.38,0.26,55.8,0.385,88.6,90.5,-0.061,0,2000,0,0
"2015-08-01 09:20:00",484,12.96,"2015-08-01 09:19:30",374.2,410.7,0,27.25,44.53,26.71,45.6,26.57,66.57,45.59,1.714,26.71,92.8,20.72,"NAN",6.195,0.106,2.33,0.106,2.33,12.14,6.692,-0.702,6.321,0,-0.702,6.321,-0.512,10.73,26.91,0,0,29.52,0,29.37,30.85,26.91,29.6,-0.196,14.01,12.9,3,0.168,27.34,0.259,55.56,0.384,88.5,90.7,-0.06,0,2000,0,0
"2015-08-01 09:25:00",485,12.95,"2015-08-01 09:23:00",376.6,409.3,0,27.24,44.51,26.67,45.68,26.51,66.51,45.67,1.672,26.67,92.8,20.71,"NAN",6.21,0.094,2.314,0.094,2.314,12.09,6.667,-0.7,6.366,0,-0.7,6.366,-0.448,10.75,26.9,0,0,29.21,0,29.12,30.8,26.9,29.3,0.245,14,12.9,3,0.168,27.36,0.259,55.55,0.385,88.6,90.7,-0.06,0,2000,0,0
"2015-08-01 09:30:00",486,12.95,"2015-08-01 09:28:30",377.7,409.8,0,27.23,44.47,26.63,45.73,26.5,66.5,45.73,1.633,26.63,92.8,20.71,"NAN",6.212,0.08,2.299,0.08,2.299,12.12,6.718,-0.704,6.39,0,-0.704,6.39,-0.409,10.79,26.9,0,0,28.97,0,28.9,30.74,26.9,29.06,0.098,13.99,12.91,3,0.168,27.33,0.259,55.46,0.385,88.6,90.9,-0.059,0,2000,0,0
"2015-08-01 09:35:00",487,12.95,"2015-08-01 09:34:00",380.3,410.3,0,27.2,44.52,26.6,45.78,26.48,66.47,45.77,1.601,26.6,92.8,20.72,"NAN",6.213,-0.023,2.287,-0.023,2.287,12.12,6.705,-0.869,5.977,7999,-0.869,5.977,-0.5,10.71,26.89,0,0,28.73,0,28.7,30.68,26.89,28.82,0.588,13.97,12.92,3,0.168,27.38,0.259,55.58,0.385,88.6,90.9,-0.06,0,2000,0,0
"2015-08-01 09:40:00",488,12.96,"2015-08-01 09:39:15",371.3,409.8,0,27.16,44.59,26.56,45.89,26.44,66.44,45.89,1.561,26.56,92.8,20.72,"NAN",6.226,-0.075,2.28,-0.075,2.28,12.16,6.796,-0.929,3.952,0,-0.929,3.952,-0.487,10.75,26.89,0,0,28.52,0,28.52,30.62,26.89,28.59,0.147,13.98,12.91,3,0.168,27.38,0.26,55.6,0.385,88.6,90.9,-0.06,0,2000,0,0
"2015-08-01 09:45:00",489,12.96,"2015-08-01 09:42:15",377.1,407.8,0,27.14,44.59,26.52,45.93,26.43,66.42,45.92,1.526,26.53,92.8,20.73,"NAN",6.227,-0.043,2.275,-0.043,2.275,12.33,6.822,-0.842,4.114,0,-0.842,4.114,-0.487,10.87,26.88,0,0,28.32,0,28.36,30.55,26.88,28.4,0.392,13.96,12.93,3,0.168,27.33,0.259,55.56,0.385,88.7,91,-0.06,0,2000,0,0
"2015-08-01 09:50:00",490,12.96,"2015-08-01 09:49:30",378.6,401.4,0,27.16,44.41,26.49,45.95,26.39,66.39,45.95,1.495,26.5,92.8,20.72,"NAN",6.229,0.01,2.271,0.01,2.271,12.34,6.796,-0.748,5.169,0,-0.748,5.169,-0.5,10.96,26.88,0,0,28.17,0,28.21,30.49,26.88,28.23,0.294,13.94,12.94,3,0.168,27.34,0.259,55.55,0.385,88.7,91,-0.06,0,1500,0,0
"2015-08-01 09:55:00",491,12.96,"2015-08-01 09:51:30",379.5,404.8,0,27.13,44.48,26.47,45.97,26.34,66.34,45.97,1.474,26.47,92.8,20.72,"NAN",6.246,0.017,2.267,0.017,2.267,12.38,6.796,-0.739,5.742,0,-0.739,5.742,-0.448,11.09,26.87,0,0,28.05,0,28.08,30.43,26.87,28.09,0.343,13.92,12.94,3,0.168,27.34,0.259,55.56,0.385,88.7,90.9,-0.06,0,1050,0,0
"2015-08-01 10:00:00",492,12.96,"2015-08-01 09:57:45",374.2,406.2,0,27.13,44.44,26.45,45.95,26.33,66.33,45.96,1.45,26.45,92.8,20.72,"NAN",6.261,-0.002,2.263,-0.002,2.263,12.4,6.86,-0.76,5.98,0,-0.76,5.98,-0.487,11.08,26.86,0,0,27.91,0,27.96,30.37,26.86,27.95,0.098,13.9,12.96,3,0.168,27.38,0.259,55.51,0.385,88.7,91,-0.061,0,1000,0,0
"2015-08-01 10:05:00",493,12.96,"2015-08-01 10:02:45",377.9,403,0,27.12,44.4,26.43,45.88,26.3,66.31,45.89,1.431,26.43,92.8,20.7,"NAN",6.261,0.007,2.259,0.007,2.259,12.4,6.796,-0.743,6.122,0,-0.743,6.122,-0.487,11.02,26.85,0,0,27.77,0,27.85,30.3,26.85,27.81,0.343,13.86,13,3,0.168,27.36,0.26,55.6,0.385,88.7,90.9,-0.06,0,1000,0,0
"2015-08-01 10:10:00",494,12.96,"2015-08-01 10:10:00",368,399.4,0,27.11,44.39,26.41,45.87,26.27,66.28,45.86,1.412,26.41,92.8,20.69,"NAN",6.281,0.007,2.254,0.007,2.254,12.39,6.796,-0.74,6.167,0,-0.74,6.167,-0.448,11,26.85,0,0,27.68,0,27.76,30.24,26.85,27.71,0.147,13.83,13.02,3,0.168,27.33,0.259,55.51,0.385,88.8,90.9,-0.061,0,1000,0,0
"2015-08-01 10:15:00",495,12.96,"2015-08-01 10:14:00",376.8,403.4,0,27.08,44.38,26.39,45.84,26.24,66.25,45.85,1.389,26.39,92.8,20.69,"NAN",6.288,-0.015,2.251,-0.015,2.251,12.33,6.796,-0.779,6.191,0,-0.779,6.191,-0.474,11.02,26.84,0,0,27.58,0,27.66,30.19,26.84,27.61,0.245,13.8,13.03,3,0.168,27.31,0.259,55.56,0.385,88.8,90.9,-0.06,0,1000,0,0
"2015-08-01 10:20:00",496,12.96,"2015-08-01 10:16:00",385.9,400.3,0,27.06,44.39,26.37,45.8,26.21,66.2,45.8,1.374,26.37,92.8,20.7,"NAN",6.304,-0.021,2.247,-0.021,2.247,12.33,6.744,-0.78,6.199,0,-0.78,6.199,-0.5,10.99,26.83,0,0,27.51,0,27.58,30.13,26.83,27.54,0.196,13.77,13.06,3,0.168,27.33,0.259,55.56,0.385,88.8,90.8,-0.061,0,1000,0,0
"2015-08-01 10:25:00",497,12.96,"2015-08-01 10:23:00",374.4,401.2,0,27.02,44.46,26.36,45.81,26.19,66.19,45.81,1.357,26.36,92.8,20.7,"NAN",6.304,0.003,2.243,0.003,2.243,12.37,6.757,-0.734,6.212,0,-0.734,6.212,-0.461,10.96,26.82,0,0,27.44,0,27.51,30.07,26.82,27.47,0.245,13.76,13.06,3,0.168,27.31,0.26,55.85,0.385,88.8,90.8,-0.059,0,1000,0,0
"2015-08-01 10:30:00",498,12.96,"2015-08-01 10:28:15",375.9,403.4,0,27.04,44.28,26.34,45.74,26.19,66.19,45.75,1.344,26.34,92.8,20.71,"NAN",6.311,0.011,2.241,0.011,2.241,12.29,6.744,-0.734,6.23,0,-0.734,6.23,-0.448,10.99,26.81,0,0,27.39,0,27.45,30.02,26.81,27.41,0.049,13.73,13.08,3,0.168,27.33,0.259,55.55,0.385,88.8,90.8,-0.06,0,1000,0,0
"2015-08-01 10:35:00",499,12.96,"2015-08-01 10:32:45",382.7,405.3,0,27.07,44.14,26.33,45.73,26.17,66.17,45.73,1.334,26.33,92.8,20.7,"NAN",6.311,-0.022,2.238,-0.022,2.238,12.3,6.796,-0.777,6.209,0,-0.777,6.209,-0.474,10.97,26.8,0,0,27.34,0,27.4,29.96,26.8,27.36,0.098,13.71,13.09,3,0.168,27.33,0.26,55.85,0.386,88.8,90.7,-0.06,0,1000,0,0
"2015-08-01 10:40:00",500,12.96,"2015-08-01 10:37:30",373.8,399.9,0,27.05,44.15,26.31,45.72,26.15,66.14,45.73,1.314,26.31,92.8,20.69,"NAN",6.334,-0.022,2.235,-0.022,2.235,12.26,6.796,-0.764,6.215,0,-0.764,6.215,-0.461,10.86,26.8,0,0,27.29,0,27.34,29.91,26.8,27.31,0.196,13.69,13.1,3,0.168,27.28,0.26,55.78,0.386,88.8,90.7,-0.06,0,1000,0,0
